asin	overall	sentimentScores
B0002GYW4C	5	0.4767
B0002GYW4C	5	0.8871
B0002GYW4C	4	0.7177
B0002GYW4C	3	0.4404
B0002GYW4C	5	0.908
B0002GYW4C	5	0.9231
B0002GYW4C	1	0.0258
B0002GYW4C	5	0.9432
B0002GYW4C	5	0.8225
B0002GYW4C	5	0.9652
B0002GYW4C	5	0.8172
B0002GYW4C	4	0.9718
B0002GYW4C	3	0.7003
B0002GYW4C	5	0.8908
B0002GYW4C	5	0.6249
B0002GYW4C	5	0.8544
B0002GYW4C	2	0.5574
B0002GYW4C	5	0.8826
B0002GYW4C	5	-0.0
B0002GYW4C	5	0.944
B0002GYW4C	4	0.6597
B0002GYW4C	5	0.004
B0002GYW4C	5	0.8268
B0002GYW4C	5	0.4939
B0002GYW4C	3	0.9169
B0002GYW4C	5	0.6588
B0002GYW4C	5	0.4588
B0002GYW4C	4	0.9423
B0002GYW4C	5	0.6124
B0002GYW4C	5	0.9671
B0002GYW4C	5	0.9698
B0002GYW4C	3	0.0
B0002GYW4C	5	0.8885
B0002GYYD6	3	0.2539
B0002GYYD6	5	0.9516
B0002GYYD6	5	0.8555
B0002GYYD6	5	0.9286
B0002GYYD6	5	0.9819
B0002GYYD6	4	0.9649
B0002GYYD6	2	0.8541
B0002GYYD6	5	0.4215
B0002GYYDQ	5	0.9648
B0002GYYDQ	3	0.9398
B0002GYYDQ	3	0.25
B0002GYYDQ	2	0.5859
B0002GYYDQ	5	0.9246
B0002GYYDQ	5	0.8834
B0002GZ052	5	0.9779
B0002GZ052	5	0.8481
B0002GZ052	5	-0.4588
B0002GZ052	5	0.0
B0002GZ052	2	-0.9287
B0002GZ052	5	0.8934
B0002GZ052	5	0.836
B0002GZBLU	5	0.5739
B0002GZBLU	5	0.9721
B0002GZBLU	5	0.8503
B0002GZBLU	5	0.8932
B0002GZBLU	4	0.4588
B0002GZBLU	5	0.9734
B0002GZBLU	5	0.863
B0002GZBLU	5	0.977
B0002GZBLU	5	0.8834
B0002GZBLU	4	0.4215
B0002GZBLU	5	0.854
B0002GZBLU	5	0.839
B0002GZBLU	5	0.8625
B0002GZBLU	5	0.9364
B0002GZBLU	5	0.2023
B0002GZBNS	5	0.807
B0002GZBNS	5	0.8126
B0002GZBNS	5	0.5719
B0002GZBNS	3	0.5719
B0002GZBNS	5	0.8555
B0002GZBNS	3	0.8531
B0002GZBNS	5	0.802
B0002GZBO2	1	0.5267
B0002GZBO2	5	0.8834
B0002GZBO2	5	0.8885
B0002GZBO2	3	-0.1759
B0002GZBO2	5	0.6105
B0002GZLZQ	5	0.7125
B0002GZLZQ	3	0.9682
B0002GZLZQ	5	0.8881
B0002GZLZQ	5	0.8883
B0002GZLZQ	4	0.836
B0002GZLZQ	5	0.5848
B0002GZLZQ	4	-0.9339
B0002GZLZQ	5	0.7964
B0002GZLZQ	5	0.9225
B0002GZLZQ	4	0.1999
B0002GZLZQ	5	0.936
B0002GZM00	4	0.5423
B0002GZM00	4	0.836
B0002GZM00	5	0.8713
B0002GZM00	5	0.5848
B0002GZM00	5	0.6511
B0002GZM00	5	0.5267
B0002GZM00	5	0.7003
B0002GZM00	4	0.6249
B0002GZM00	5	0.2263
B0002GZM00	5	0.8126
B0002GZM00	4	0.6818
B0002GZM00	5	0.4144
B0002GZM00	5	0.7299
B0002GZM00	4	-0.396
B0002GZM00	5	0.25
B0002GZM00	5	0.3561
B0002GZM00	5	-0.0258
B0002GZM00	5	0.8349
B0002GZM00	5	0.6486
B0002GZM00	5	0.5687
B0002GZM00	5	0.3129
B0002GZM00	2	0.8807
B0002GZM00	5	-0.1469
B0002GZM00	5	0.8313
B0002GZM00	5	-0.501
B0002GZM00	4	0.6486
B0002GZM00	5	0.9244
B0002GZM00	5	0.7322
B0002GZM00	5	0.8353
B0002GZM00	5	0.9391
B0002GZM00	5	0.9312
B0002GZM00	5	0.7085
B0002GZM00	5	0.8687
B0002GZM00	5	0.7845
B0002GZQ1U	5	0.6288
B0002GZQ1U	5	0.9343
B0002GZQ1U	4	0.9862
B0002GZQ1U	5	-0.264
B0002GZQ1U	5	0.9392
B0002GZTT4	5	0.6908
B0002GZTT4	5	0.8712
B0002GZTT4	4	0.6808
B0002GZTT4	4	0.9714
B0002GZTT4	5	0.7351
B0002GZTT4	4	0.0038
B0002GZTT4	4	0.4588
B0002GZTT4	5	0.8617
B0002H02IG	4	0.3023
B0002H02IG	4	0.8992
B0002H02IG	5	0.7027
B0002H02IG	5	0.9359
B0002H02IG	1	0.78
B0002H02IG	5	0.1779
B0002H02IG	5	0.6369
B0002H02IG	4	0.9524
B0002H02IG	3	0.4086
B0002H02IG	4	-0.2481
B0002H02IG	5	0.9695
B0002H02IG	5	0.7579
B0002H02IG	5	0.4588
B0002H02IG	5	0.6369
B0002H02IG	5	0.7351
B0002H02IG	5	0.4509
B0002H02IG	5	0.7624
B0002H02IG	5	0.12
B0002H03YY	4	0.9652
B0002H03YY	5	0.8908
B0002H03YY	4	0.9538
B0002H03YY	5	0.2732
B0002H03YY	5	0.4767
B0002H03YY	5	0.8925
B0002H04NE	5	0.9617
B0002H04NE	4	0.6597
B0002H04NE	5	0.3612
B0002H04NE	4	0.8481
B0002H04NE	5	0.9186
B0002H04NE	5	0.8979
B0002H04NE	5	0.8977
B0002H04NE	5	0.9452
B0002H04NE	5	0.8834
B0002H04NE	5	0.8519
B0002H04NE	4	0.9738
B0002H04NE	3	0.8516
B0002H04NE	5	0.8917
B0002H04NE	2	-0.1027
B0002H04NE	4	0.9355
B0002H0A3S	5	0.9536
B0002H0A3S	5	0.2201
B0002H0A3S	5	0.872
B0002H0A3S	5	0.8313
B0002H0A3S	2	0.5627
B0002H0A3S	5	0.9735
B0002H0A3S	5	0.9815
B0002H0A3S	5	0.8957
B0002H0A3S	5	0.6369
B0002H0A3S	4	0.9419
B0002H0A3S	4	0.457
B0002H0A3S	5	0.5994
B0002H0A3S	5	0.0
B0002H0A3S	5	0.8553
B0002H0A3S	3	0.7964
B0002H0A3S	4	0.2714
B0002H0A3S	5	0.9509
B0002H0A3S	5	0.6892
B0002H0A3S	4	0.8654
B0002H0A3S	5	0.8074
B0002H0A3S	5	0.8078
B0002H0A3S	5	0.9413
B0002H0A3S	5	0.5899
B0002H0A3S	5	0.765
B0002H0A3S	5	0.9943
B0002H0A3S	5	0.9514
B0002H0A3S	5	0.9777
B0002H0A3S	5	0.9401
B0002H0A3S	5	0.9413
B0002H0A3S	4	0.2905
B0002H0A3S	5	0.9891
B0002H0A3S	4	0.7906
B0002H0A3S	5	0.941
B0002H0A3S	5	0.9042
B0002H0A3S	5	0.7906
B0002H0A3S	5	0.6908
B0002H0A3S	5	0.9459
B0002H0A3S	4	0.8126
B0002H0A3S	5	0.8481
B0002H0A3S	5	0.9649
B0002H0A3S	5	0.5621
B0002H0A3S	5	0.9931
B0002H0A3S	2	-0.5538
B0002H0A3S	5	0.7845
B0002H0A3S	5	0.8041
B0002H0A3S	5	0.9218
B0002H0A3S	5	0.8799
B0002H0A3S	5	0.8834
B0002H0A3S	4	0.9062
B0002H0A3S	5	0.9062
B0002H0A3S	5	0.6597
B0002H0A3S	5	0.6246
B0002H0A3S	5	0.8972
B0002H0A3S	5	0.4404
B0002H0A3S	5	0.9001
B0002H0A3S	5	-0.25
B0002H0A3S	4	0.9413
B0002H0A3S	4	0.8225
B0002H0A3S	5	0.7372
B0002H0A3S	5	0.8908
B0002H0A3S	5	0.4404
B0002H0A3S	5	0.9099
B0002H0A3S	4	0.5719
B0002H0A3S	5	0.7227
B0002H0A3S	5	0.8807
B0002H0A3S	3	-0.3875
B0002H0A3S	5	0.9191
B0002H0A3S	4	0.8271
B0002H0A3S	1	-0.7724
B0002H0A3S	5	0.7579
B0002H0A3S	5	0.8341
B0002H0A3S	5	0.9933
B0002H0A3S	5	0.0516
B0002H0A3S	5	0.9062
B0002H0A3S	5	0.7124
B0002H0A3S	5	0.9377
B0002H0A3S	5	0.8271
B0002H0A3S	5	0.6249
B0002H0A3S	5	0.962
B0002H0A3S	5	0.7003
B0002H0A3S	5	0.9779
B0002H0A3S	5	0.968
B0002H0A3S	5	0.9136
B0002H0A3S	2	-0.3391
B0002H0A3S	5	0.7469
B0002H0A3S	4	0.9093
B0002H0A3S	5	0.9622
B0002H0A3S	3	0.7903
B0002H0A3S	5	0.8555
B0002H0A3S	5	0.9971
B0002H0A3S	5	0.93
B0002H0A3S	5	-0.1027
B0002H0A3S	5	0.9359
B0002H0FMO	4	0.9678
B0002H0FMO	5	0.4574
B0002H0FMO	4	0.7964
B0002H0FMO	4	0.9153
B0002H0FMO	5	0.9031
B0002H0FMO	5	0.8332
B0002H0FMO	4	0.471
B0002H0FMO	5	0.9874
B0002H0FMO	5	0.889
B0002H0FMO	5	0.9118
B0002H0FMO	5	-0.3365
B0002H0FMO	5	-0.3022
B0002H0H4A	5	0.9938
B0002H0H4A	4	0.8399
B0002H0H4A	5	0.6114
B0002H0H4A	4	0.802
B0002H0H4A	4	-0.4043
B0002H0H4A	2	0.2709
B0002H0H4A	5	0.0
B0002H0H4A	4	0.6249
B0002H0JZC	4	0.6908
B0002H0JZC	4	0.7841
B0002H0JZC	2	0.6124
B0002H0JZC	5	0.9516
B0002H0JZC	5	0.8519
B0002H0JZC	5	0.8357
B0002H0JZC	5	0.742
B0002H0JZC	5	0.9823
B0002H0KG0	5	0.9117
B0002H0KG0	5	0.8204
B0002H0KG0	5	0.9549
B0002H0KG0	4	0.9851
B0002H0KG0	5	0.9396
B0002H0KG0	4	0.9884
B0002H0LQO	5	0.9152
B0002H0LQO	4	0.7465
B0002H0LQO	5	0.9477
B0002H0LQO	5	0.872
B0002H0LQO	5	0.9042
B0002H0LQO	5	0.8513
B0002H0LQO	4	0.9711
B0002H0LQO	5	0.5859
B0002H0LQO	5	0.7574
B0002H0LQO	5	-0.8176
B0002H0N76	5	0.9169
B0002H0N76	2	-0.8752
B0002H0N76	5	0.9759
B0002H0N76	5	0.6369
B0002H0N76	5	0.8251
B0002H0N76	5	0.7964
B0002H0N76	4	0.624
B0002H0N76	5	0.9781
B0002H0SKS	2	-0.9211
B0002H0SKS	3	0.9797
B0002H0SKS	5	0.9846
B0002H0SKS	1	-0.4767
B0002H0SKS	5	0.9034
B0002HLL8G	5	0.9649
B0002HLL8G	5	0.9115
B0002HLL8G	5	0.9515
B0002HLL8G	5	0.4215
B0002HLL8G	4	0.9348
B0002HLL8G	5	0.7841
B0002HLL8G	5	0.9577
B0002HLL8G	4	0.9508
B0002HLL8G	5	0.8977
B0002IAJ56	4	0.3384
B0002IAJ56	4	0.7835
B0002IAJ56	5	0.8885
B0002IAJ56	5	0.7906
B0002IAJ56	5	0.1531
B0002IAJ56	5	0.4404
B0002IAJ56	5	0.6437
B0002IAJ56	5	0.7964
B0002IAJ56	3	0.7269
B0002IAJ56	5	0.9355
B0002IAJ56	4	0.6249
B0002IAJ56	5	0.69
B0002IAJ56	5	0.765
B0002IAJ56	5	0.5106
B0002IAJ56	4	-0.0541
B0002IAJ56	4	0.3612
B0002IAJ56	5	0.8935
B0002IAJ56	5	0.7003
B0002IHFVM	3	0.9272
B0002IHFVM	5	0.4749
B0002IHFVM	2	0.9625
B0002IHFVM	4	0.8112
B0002IHFVM	4	0.9169
B0002IHFVM	5	0.8977
B0002IHFVM	5	0.946
B0002IHFVM	5	0.4404
B0002IHFVM	4	0.5343
B0002IHFVM	3	0.4019
B0002IHFVM	5	0.7003
B0002IHFVM	3	0.6808
B0002IHFVM	5	0.6428
B0002IHFVM	5	0.9407
B0002IHFVM	5	0.7959
B0002IHFVM	5	0.8591
B0002IHFVM	5	0.807
B0002IHFVM	2	0.4588
B0002IHFVM	5	0.7003
B0002IHFVM	5	0.5676
B0002IHFVM	5	0.743
B0002IHFVM	4	-0.3476
B0002IHFVM	4	0.9668
B0002IHFVM	4	0.6124
B0002IHFVM	3	0.7184
B0002IHFVM	4	0.1027
B0002IHFVM	5	0.9396
B0002IHFVM	1	-0.9074
B0002IHFVM	5	0.636
B0002IHFVM	4	0.0258
B0002IHFVM	4	0.9022
B0002IHFVM	5	-0.6979
B0002IHFVM	3	-0.6124
B0002IHFVM	5	0.4486
B0002IHFVM	5	0.879
B0002IHFVM	4	0.9265
B0002IHFVM	4	0.8993
B0002IHFVM	5	0.9118
B0002IHFVM	2	-0.5639
B0002IHFVM	5	0.946
B0002IHFVM	3	0.0
B0002IHFVM	5	0.7405
B0002IHFVM	5	0.8457
B0002IHFVM	5	0.8017
B0002IHFVM	5	0.7003
B0002IHFVM	5	0.8934
B0002IHFVM	3	-0.0516
B0002IHFVM	5	0.2732
B0002IHFVM	4	0.7579
B0002IHGZC	5	0.9552
B0002IHGZC	4	0.7845
B0002IHGZC	5	0.945
B0002IHGZC	5	0.9151
B0002IHGZC	5	0.4767
B0002IHGZC	5	0.8481
B0002IHGZC	5	0.8832
B0002IHGZC	5	0.9639
B0002IHP0S	4	0.7178
B0002IHP0S	5	0.8225
B0002IHP0S	5	0.8805
B0002IHP0S	5	0.6908
B0002IHP0S	5	0.9468
B0002IHP0S	4	0.4526
B0002IHP0S	5	0.9419
B0002IHP0S	5	0.9665
B0002IHP0S	5	0.4754
B0002IHP0S	5	0.9432
B0002IHP0S	5	0.9539
B0002IHP0S	5	0.4215
B0002IHP0S	5	0.5719
B0002II6V0	5	0.7358
B0002II6V0	1	-0.1942
B0002II6V0	5	0.8074
B0002II6V0	5	0.0516
B0002II6V0	4	0.7096
B0002II6V0	5	0.9508
B0002II6V0	4	0.6486
B0002II6V0	5	0.8031
B0002II6V0	5	0.0
B0002II6V0	4	-0.0772
B0002II6V0	5	0.7841
B0002II6V0	1	0.9515
B0002II6V0	4	-0.0813
B0002II6V0	4	-0.5324
B0002KYXTM	4	0.4404
B0002KYXTM	4	0.9304
B0002KYXTM	4	0.7184
B0002KYXTM	4	0.7845
B0002KYXTM	1	-0.0541
B0002KYXTM	3	0.52
B0002KYXTM	2	-0.4404
B0002KYXTM	4	0.8456
B0002KYXTM	4	0.4444
B0002KYXTM	4	0.0516
B0002KYXTM	4	0.7443
B0002KYXTM	2	0.807
B0002KYXTM	4	-0.3818
B0002KYXTM	1	0.8676
B0002KZAKS	5	0.7351
B0002KZAKS	5	0.9661
B0002KZAKS	5	0.6369
B0002KZAKS	5	0.872
B0002KZAKS	4	0.6808
B0002KZAKS	5	0.9686
B0002KZAKS	4	0.9697
B0002KZAKS	5	0.7783
B0002KZAKS	5	0.4588
B0002KZAKS	5	0.9382
B0002KZAKS	5	0.8074
B0002KZAKS	5	0.6249
B0002KZAKS	4	0.6712
B0002KZAKS	5	0.9258
B0002KZAKS	5	0.8225
B0002KZAKS	2	-0.9246
B0002KZAKS	5	0.9559
B0002KZAKS	5	0.9632
B0002KZAKS	5	0.8516
B0002KZAKS	5	0.95
B0002KZAKS	5	0.4215
B0002KZAKS	5	0.9401
B0002KZAKS	5	0.9938
B0002KZAKS	5	0.8658
B0002KZDN2	5	0.5719
B0002KZDN2	5	0.9274
B0002KZDN2	5	0.7325
B0002KZDN2	3	-0.8519
B0002KZDN2	5	0.4939
B0002KZDN2	5	0.9136
B0002KZDN2	5	0.9052
B0002KZE7C	5	0.7482
B0002KZE7C	5	0.6249
B0002KZE7C	5	0.3818
B0002KZE7C	5	0.486
B0002KZE7C	5	0.6329
B0002KZE7C	5	0.4404
B0002KZE7C	5	0.8885
B0002KZE7C	1	-0.7713
B0002KZE7C	5	0.4768
B0002KZE7C	5	0.9606
B0002KZE7C	4	-0.5106
B0002KZE7C	4	0.296
B0002KZE7C	5	0.6705
B0002KZE7C	5	0.4215
B0002KZE7C	5	0.5801
B0002KZE7C	5	0.4019
B0002KZE7C	4	0.8011
B0002KZE7C	4	-0.3612
B0002KZE7C	5	0.9245
B0002KZE7C	5	-0.782
B0002KZE7C	5	0.7506
B0002KZE7C	5	0.0665
B0002KZE7C	5	0.0258
B0002KZE7C	1	0.9169
B0002KZE7C	5	0.308
B0002KZEAE	5	0.8934
B0002KZEAE	4	0.8869
B0002KZEAE	5	0.936
B0002KZEAE	2	-0.8484
B0002KZEAE	5	0.3612
B0002KZEAE	5	0.8462
B0002KZEAE	4	0.0
B0002KZEAE	5	0.4374
B0002KZEAE	5	0.6808
B0002KZEAE	4	0.6628
B0002KZEAE	5	0.8133
B0002KZEAE	5	0.3947
B0002KZEMC	5	0.9509
B0002KZEMC	1	-0.296
B0002KZEMC	5	0.8625
B0002KZEMC	2	0.5698
B0002KZEMC	5	0.5719
B0002KZEMC	5	0.9261
B0002KZEMC	5	0.8807
B0002KZEMC	5	0.875
B0002KZEMC	1	-0.5059
B0002KZEMC	5	0.6358
B0002KZEMC	5	0.3235
B0002KZFYE	5	0.9451
B0002KZFYE	5	0.8519
B0002KZFYE	5	0.7351
B0002KZFYE	5	0.7269
B0002KZFYE	5	0.8516
B0002KZFYE	4	0.6844
B0002KZFYE	5	0.5473
B0002KZHQA	4	0.4215
B0002KZHQA	5	0.9217
B0002KZHQA	5	0.7906
B0002KZHQA	5	0.7901
B0002KZHQA	5	0.2023
B0002KZHQA	5	0.875
B0002KZISM	2	-0.4215
B0002KZISM	3	-0.2263
B0002KZISM	5	0.7579
B0002KZISM	5	0.7783
B0002KZISM	5	0.7506
B0002KZISM	5	0.6249
B0002KZISM	5	0.8481
B0002KZISM	5	-0.596
B0002KZIV4	5	0.9072
B0002KZIV4	1	0.4404
B0002KZIV4	5	0.91
B0002KZIV4	5	0.9179
B0002KZIV4	5	0.6249
B0002KZIV4	5	0.8934
B0002KZIV4	4	0.128
B0002KZIV4	5	0.4215
B0002KZIVY	2	0.6705
B0002KZIVY	3	-0.1436
B0002KZIVY	5	0.8122
B0002KZIVY	5	0.8899
B0002KZIVY	5	0.7096
B0002KZIVY	5	0.9239
B0002KZIVY	5	0.9081
B0002KZIVY	5	0.5574
B0002KZIVY	5	0.368
B0002KZIVY	3	0.3612
B0002KZIVY	5	0.9022
B0002KZIVY	1	0.0747
B0002KZIVY	5	0.9217
B0002KZIVY	5	0.7351
B0002KZIVY	4	0.2263
B0002KZQ34	4	0.9581
B0002KZQ34	5	0.9864
B0002KZQ34	5	0.9774
B0002KZQ34	5	0.9851
B0002KZQ34	5	0.9808
B0002KZQ34	5	0.9423
B0002KZQ34	5	0.9112
B0002KZQ34	3	0.9559
B0002M3OVI	5	0.0
B0002M3OVI	5	0.9812
B0002M3OVI	5	0.9734
B0002M3OVI	5	0.3182
B0002M3OVI	5	0.9217
B0002M3OVI	3	0.8646
B0002M3OVI	4	0.2023
B0002M3OVI	5	0.6326
B0002M3OVI	4	0.8442
B0002M3OVI	5	0.9213
B0002M3OVI	5	0.8271
B0002M3OVI	4	0.836
B0002M3OVI	4	0.6369
B0002M3OVI	4	0.9097
B0002M3OVI	5	0.5423
B0002M3OVI	5	0.7818
B0002M3OVI	2	-0.4215
B0002M3OVI	5	0.0
B0002M3OVI	5	0.7586
B0002M3OVI	5	-0.0941
B0002M3OVI	5	0.9337
B0002M3OVI	4	-0.1027
B0002M3OVI	5	0.128
B0002M3OVI	4	0.9118
B0002M6B2M	4	0.2732
B0002M6B2M	4	0.6808
B0002M6B2M	5	0.9485
B0002M6B2M	4	0.8316
B0002M6B2M	5	0.6808
B0002M6B2M	5	0.9386
B0002M6B2M	3	0.3806
B0002M6B2M	5	0.9753
B0002M6B2M	4	0.5719
B0002M6B2M	5	0.6705
B0002M6B2M	5	0.9723
B0002M6B2M	5	0.1779
B0002M6B2M	4	0.6597
B0002M6B2M	3	0.3724
B0002M6B2M	4	0.9638
B0002M6B2M	5	0.8825
B0002M6B2M	4	0.9001
B0002M6CVC	5	0.6369
B0002M6CVC	5	0.9348
B0002M6CVC	4	0.83
B0002M6CVC	4	0.935
B0002M6CVC	5	0.8519
B0002M6CVC	5	0.8225
B0002M6CVC	5	0.9058
B0002M6CVC	5	0.7717
B0002M6CVC	5	0.3182
B0002M6CVC	5	0.765
B0002M6CVC	5	0.8176
B0002M6CVC	5	0.6283
B0002M6CVC	5	0.9001
B0002M6CVC	5	0.9863
B0002M6CVC	5	0.2589
B0002M6CVC	5	0.8957
B0002M6CVC	4	0.8612
B0002M6CVC	5	0.6105
B0002M6CVC	5	0.9186
B0002M6CVC	4	0.9617
B0002M6CVC	1	0.872
B0002M6CVC	5	0.8591
B0002M6CVC	5	0.9312
B0002M6CVC	5	-0.4898
B0002M6CVC	5	0.9559
B0002M6CVC	5	0.9823
B0002M6CVC	5	0.6696
B0002M6CVC	5	0.6486
B0002M6CVC	5	0.8122
B0002M6CVC	5	0.765
B0002M6CVC	5	0.9231
B0002M6CVC	5	0.6361
B0002M6CVC	5	0.9657
B0002M6CVC	4	0.9134
B0002M6CVC	5	0.9393
B0002M6CVC	5	0.9766
B0002M6CVC	5	0.9336
B0002M6CVC	5	0.802
B0002M6CVC	5	0.6249
B0002M6CVC	5	0.4927
B0002M6CVC	5	0.9241
B0002M6CVC	5	0.93
B0002M6CVC	5	0.946
B0002M6CVC	5	0.8658
B0002M6CVC	5	0.9823
B0002M6CVC	4	0.7184
B0002M6CW6	5	0.9124
B0002M6CW6	4	0.7964
B0002M6CW6	5	0.8114
B0002M6CW6	5	0.8934
B0002M6CW6	5	0.5194
B0002M6CW6	5	0.8979
B0002M6CW6	4	0.6908
B0002M6CW6	5	0.8425
B0002M6CW6	4	-0.7524
B0002M6CW6	5	0.9774
B0002M6CW6	5	0.8211
B0002M6CW6	5	0.875
B0002M6CW6	5	0.8712
B0002M6CW6	5	0.9538
B0002M6CW6	5	0.9554
B0002M6CW6	5	0.743
B0002M6CW6	4	0.5719
B0002M6CW6	5	0.9519
B0002M6CW6	5	0.9494
B0002M6CW6	5	0.7906
B0002M6CW6	3	-0.3657
B0002M6CW6	3	0.741
B0002M6CW6	4	0.8779
B0002M6CW6	5	0.9643
B0002M6CW6	5	0.6771
B0002M6CW6	5	0.915
B0002M728Y	5	0.7668
B0002M728Y	3	-0.4073
B0002M728Y	5	0.8494
B0002M728Y	5	0.6597
B0002M728Y	5	0.9296
B0002M728Y	5	0.9006
B0002M728Y	5	0.8822
B0002M728Y	3	-0.8035
B0002M728Y	5	-0.5423
B0002M72JS	5	0.906
B0002M72JS	5	0.7506
B0002M72JS	4	0.5859
B0002M72JS	5	0.9637
B0002M72JS	3	0.7294
B0002M72JS	5	0.8544
B0002MDTVS	4	0.356
B0002MDTVS	5	0.875
B0002MDTVS	4	0.8658
B0002MDTVS	5	0.9574
B0002MDTVS	3	0.1255
B0002MDTVS	4	0.7003
B0002MDTVS	5	0.765
B0002MDTVS	5	0.7906
B0002MDTVS	5	0.7522
B0002MJTZ8	5	0.6705
B0002MJTZ8	5	0.8433
B0002MJTZ8	5	0.7902
B0002MJTZ8	5	0.9756
B0002MJTZ8	4	-0.8736
B0002MSQVQ	5	0.7351
B0002MSQVQ	5	0.886
B0002MSQVQ	5	0.9952
B0002MSQVQ	5	0.8689
B0002MSQVQ	5	0.9622
B0002MSQVQ	5	0.9738
B0002MSQVQ	5	0.9943
B0002MSQVQ	3	0.9699
B0002MSQVQ	5	0.9299
B0002MSQVQ	3	-0.2755
B0002OOMU8	3	0.5859
B0002OOMU8	3	0.8842
B0002OOMU8	5	0.8834
B0002OOMU8	5	0.4404
B0002OOMU8	5	0.7269
B0002OOMU8	4	0.7506
B0002OOMU8	5	0.9597
B0002OOMU8	5	0.9766
B0002OOMU8	4	0.0
B0002OOMU8	5	0.4956
B0002OOMU8	5	0.5551
B0002OOMU8	4	0.8126
B0002OOMU8	5	-0.3182
B0002OOMU8	5	0.4404
B0002OOMU8	3	-0.3612
B0002OOMU8	4	0.25
B0002OOMU8	5	0.7003
B0002OOMU8	4	0.7226
B0002OOMU8	5	-0.5096
B0002OOMU8	5	0.8225
B0002OOMU8	4	0.3612
B0002OOMU8	5	0.7351
B0002OOMU8	4	0.7207
B0002OOMU8	1	-0.3109
B0002OOMU8	5	0.7783
B0002OOMU8	5	0.836
B0002OOMU8	5	0.9617
B0002OOMU8	5	0.8402
B0002OOMU8	5	-0.2263
B0002OOMU8	5	0.8126
B0002OOMU8	4	-0.1685
B0002OOMU8	5	0.6249
B0002OOMU8	5	0.7003
B0002OOMU8	3	0.872
B0002OOMU8	5	-0.4019
B0002OOMU8	5	0.8617
B0002OOMU8	4	-0.5096
B0002OOMU8	4	-0.0314
B0002OOMU8	5	0.7506
B0002OOMU8	5	0.6908
B0002OOMU8	4	0.2023
B0002OOMU8	3	0.6486
B0002OOMU8	5	-0.0879
B0002OOMU8	4	0.3875
B0002OOMU8	5	-0.3822
B0002OOMU8	5	0.5574
B0002OOMW6	5	0.9922
B0002OOMW6	5	0.8451
B0002OOMW6	5	0.836
B0002OOMW6	5	0.9186
B0002OOMW6	4	0.6124
B0002OOMW6	3	0.9509
B0002OOMW6	5	0.9022
B0002OOMW6	5	0.9184
B0002OOMW6	4	-0.3612
B0002OOMW6	5	0.8399
B0002OOMW6	4	0.8222
B0002OOMW6	5	0.9312
B0002OOMW6	5	0.7263
B0002OOMW6	5	0.9171
B0002OOMW6	5	0.936
B0002OOMW6	4	0.8617
B0002OOMW6	4	0.9712
B0002OOMW6	4	0.34
B0002OP7VQ	4	0.8938
B0002OP7VQ	4	0.9806
B0002OP7VQ	3	0.6908
B0002OP7VQ	5	-0.2691
B0002OP7VQ	5	0.9637
B0002OS9FC	5	0.8555
B0002OS9FC	5	0.9538
B0002OS9FC	5	0.092
B0002OS9FC	5	0.9964
B0002OS9FC	5	0.9632
B0002OS9FC	5	0.9629
B0002PBS5Y	4	0.9382
B0002PBS5Y	4	0.5859
B0002PBS5Y	5	0.6249
B0002PBS5Y	5	0.854
B0002PBS5Y	4	0.8754
B0002PBS5Y	4	0.9081
B0002PBS68	5	0.7075
B0002PBS68	5	0.2962
B0002PBS68	5	0.9083
B0002PBS68	5	0.7906
B0002PBS68	4	0.0
B0002PBS68	5	0.9393
B0002PBS68	5	0.8577
B0002PBS6I	4	0.2732
B0002PBS6I	5	0.8979
B0002PBS6I	5	0.8999
B0002PBS6I	5	0.7351
B0002PBS6I	5	0.8555
B0002PBS6I	5	0.9325
B0002PBS6I	5	0.8007
B0002PBS6I	5	0.8957
B0002PBS6I	5	0.9866
B0002PBS6I	5	0.969
B0002PBS6I	5	0.9649
B0002PBS6I	5	0.4144
B0002PBS6S	5	0.9022
B0002PBS6S	4	0.9053
B0002PBS6S	5	0.9442
B0002PBS6S	5	0.765
B0002PBS6S	5	0.8957
B0002PBS6S	5	0.9956
B0002PBS6S	4	0.4902
B0002PBS6S	3	0.3612
B0002PBS6S	5	0.7394
B0002PBS6S	5	0.6588
B0002PBS6S	5	0.3976
B0002T67J2	5	0.8807
B0002T67J2	4	-0.3818
B0002T67J2	5	0.5574
B0002T67J2	4	0.7177
B0002T67J2	5	0.6249
B0002T67J2	5	0.7455
B0002T67J2	4	0.9607
B0002T67J2	5	0.923
B0002T67J2	5	0.7845
B0002T67J2	5	0.7346
B0002T67J2	5	0.8588
B0002Y6BJI	5	0.8316
B0002Y6BJI	5	0.7964
B0002Y6BJI	5	0.34
B0002Y6BJI	3	0.8411
B0002Y6BJI	5	0.7184
B0002Y6BJI	5	0.7964
B0002Y6BJI	5	0.6808
B0002Y6BJI	4	0.8517
B0002Y6BJI	5	0.749
B0002Z2CZY	3	0.5343
B0002Z2CZY	4	0.6983
B0002Z2CZY	5	0.7269
B0002Z2CZY	4	0.0
B0002Z2CZY	4	0.4404
B0002Z2CZY	4	-0.3182
B0002Z2CZY	5	0.8779
B0002Z2CZY	3	-0.0018
B0002Z2CZY	4	0.9184
B0002Z2CZY	5	0.624
B0002Z2D08	5	0.9304
B0002Z2D08	3	0.5719
B0002Z2D08	5	-0.5538
